# 编码	词频（wordfreq 英文 Zipf × 1000）
asterisking	0
asterisks	2470
asteroid	3560
asteroids	3200
asthma	3730
astonish	2470
astonished	3270
astonishes	2040
astonishing	3670
astonishingly	2860
astonishment	2860
astound	2310
astounded	2940
astounding	3450
astounds	2180
astray	3130
astride	2620
astringent	2510
astringents	1240
astrological	2770
astrology	3380
astronaut	3600
astronauts	3460
astronomer	3160
astronomers	3400
astronomical	3490
astronomy	3630
astute	3100
astutely	2130
asylum	3990
asylums	2500
asymmetry	2880
asynchronous	2880
asynchronously	1930
at	6700
ate	4340
atheism	3450
atheist	3620
atheistic	2480
atheists	3340
athlete	4110
athletes	4340
athletic	4120
athletics	3820
atlas	3800
atlases	2360
atmosphere	4460
atmospheres	2890
atmospheric	3840
atom	3720
atomic	3980
atoms	3750
atone	2860
atoned	2220
atonement	3090
atones	1540
atoning	2210
atrocious	3140
atrociously	1990
atrocities	3530
atrocity	3030
attach	3750
attached	4520
attaches	3110
attaching	3260
attachment	3880
attachments	3380
attack	5090
attacked	4520
attacker	3590
attacking	4290
attacks	4680
attain	3600
attained	3570
attaining	3180
attainment	3150
attainments	2080
attains	2810
attempt	4850
attempted	4420
attempting	4270
attempts	4500
attend	4550
attendance	4170
attendances	2730
attendant	3600
attendants	3320
attended	4470
attending	4310
attends	3490
attention	5110
attentions	2920
attentive	3300
attentively	2510
attest	3250
attested	3160
attesting	2380
attests	2540
attic	3630
attics	2410
attire	3490
attired	2360
attires	1870
attiring	0
attitude	4580
attitudes	4010
attorney	4690
attorneys	4010
attract	4200
attracted	4310
attracting	3690
attraction	4110
attractions	3900
attractive	4530
attractiveness	3250
attracts	3630
attributable	3310
attribute	3770
attributed	4050
attributes	3920
attributing	2930
attribution	3360
auburn	3720
auction	4270
auctioned	3040
auctioneer	3150
auctioneers	2780
auctioning	2530
auctions	3450
audacious	2950
audacity	3270
audible	3450
audibles	1700
audibly	2580
audience	4730
audiences	4019
audio	4470
audios	2460
audit	4040
audited	3130
auditing	3260
audition	3770
auditioned	2910
auditioning	2960
auditions	3400
auditor	3480
auditorium	3510
auditoriums	2210
auditors	3250
auditory	3250
audits	3290
augment	3190
augmented	3500
augmenting	2590
augments	2530
august	5100
auguster	0
augustest	0
augusts	1470
aunt	4160
aunts	3210
aura	3520
aural	2780
auras	2370
auspicious	3090
austere	3000
austerer	0
austerest	0
austerities	1850
austerity	3410
authentic	4040
authentically	2680
authenticate	2720
authenticated	2930
authenticates	1780
authenticating	2200
authenticity	3600
author	4950
authored	3490
authoring	2740
authorisation	3030
authorisations	1860
authorise	2790
authorised	3610
authorises	2110
authorising	2560
authoritarian	3590
authoritative	3400
authoritatively	2250
authorities	4630
authority	4810
authorization	3740
authorizations	2480
authorize	3380
authorized	4120
authorizes	2890
authorizing	3120
authors	4490
authorship	3150
auto	4480
autobiographical	3140
autobiographies	2460
autobiography	3630
autocracies	1710
autocracy	2620
autocrat	2480
autocratic	2900
autocrats	2110
autograph	3490
autographed	2900
autographing	1590
autographs	3120
automate	3080
automated	3910
automates	2150
automatic	4360
automatically	4520
automatics	2270
automating	2600
automation	3800
automobile	3940
automobiles	3490
automotive	3930
autonomous	3850
autonomy	3860
autopsied	1850
autopsies	2630
autopsy	3570
autopsying	0
autos	3120
autumn	4260
autumnal	2760
autumns	1950
auxiliaries	2640
auxiliary	3740
avail	3590
availability	4130
available	5280
availed	2470
availing	2410
avails	1880
avalanche	3480
avalanches	2680
avarice	2500
avaricious	2040
avenge	3250
avenged	2960
avenges	1750
avenging	2750
avenue	4430
avenues	3500
average	5160
averaged	3850
averages	3640
averaging	3730
averse	3060
aversion	3250
aversions	1910
avert	3140
averted	3070
averting	2500
averts	1870
aviation	4170
aviator	2970
aviators	2690
avid	3500
avocado	3450
avocados	2920
avoid	4870
avoidable	2970
avoidance	3540
avoided	4070
avoiding	4070
avoids	3500
avow	1670
avowal	1610
avowals	1160
avowed	2660
avowing	1100
avows	1180
await	3630
awaited	3580
awaiting	3750
awaits	3550
awake	4140
awaken	3350
awakened	3300
awakening	3720
awakens	3220
awakes	2420
awaking	2029
award	4880
awarded	4350
awarding	3400
awards	4710
aware	4780
awareness	4440
away	5620
awe	3800
awed	2630
awes	1680
awesome	4920
awful	4460
awfuller	0
awfullest	0
awfully	3410
awhile	3890
awing	1370
awkward	4290
awkwarder	0
awkwardest	0
awkwardly	3250
awkwardness	3000
awning	2700
awnings	2360
awoke	3150
awoken	2720
awry	2930
ax	3340
axe	3790
axed	2820
axes	3410
axing	2200
axiom	3020
axiomatic	2540
axioms	2850
axis	4019
axle	3490
axles	2980
aye	3890
ayes	2250
azalea	3050
azaleas	2360
azure	3350
azures	0
b	5350
babble	2770
babbled	1950
babbles	1930
babbling	2850
babe	4110
babes	3390
babied	2020
babies	4450
baboon	2730
baboons	2680
baby	5260
babying	1890
babyish	1780
bachelor	3970
bachelors	3190
back	6040
backbone	3530
backbones	2070
backed	4260
backer	3000
backers	3230
backfire	3110
backfired	3040
backfires	2690
backfiring	2380
backgammon	2450
background	4770
backgrounds	3790
backhand	2860
backhanded	2390
backhanding	1200
backhands	1740
backing	4230
backings	1690
backlash	3660
backlashes	1510
backlog	3210
backlogged	2020
backlogging	0
backlogs	2240
backpack	3780
backpacked	1630
backpacking	3000
backpacks	3070
backs	4100
backside	3200
backslash	2080
backspace	2180
backstage	3600
backtrack	2720
backtracked	2300
backtracking	2550
backtracks	1940
backward	3710
backwards	4040
backwoods	2740
bacon	4150
bacteria	4190
bacterial	3730
bad	5530
badder	2190
baddest	2710
badge	4019
badger	3480
badgered	2090
badgering	2330
badgers	3250
badges	3500
badly	4440
badminton	3280
badness	2470
baffle	2720
baffled	3360
baffles	2880
baffling	3130
bag	4790
bagel	3180
bagels	3030
baggage	3740
bagged	3180
baggier	1320
baggiest	0
bagging	3000
baggy	3160
bags	4430
bail	4010
bailed	3330
bailing	2980
bails	2560
bait	3850
baited	2780
baiting	3010
baits	2650
bake	3910
baked	3920
baker	4230
bakeries	2900
bakers	3170
bakery	3670
bakes	2730
baking	3920
balance	4760
balanced	4180
balances	3620
balancing	3800
balconies	3040
balcony	3780
bald	3830
balded	0
balder	2210
baldest	1030
balding	2910
baldness	2660
balds	1310
bale	3610
baled	1790
bales	2970
baling	2190
balk	2720
balked	2530
balking	1860
balks	2090
ball	5040
ballad	3420
ballads	3160
ballast	3160
ballasted	1660
ballasting	1370
ballasts	1960
balled	2730
ballerina	3100
ballerinas	2490
ballet	3950
ballets	2630
balling	2760
ballistics	2840
balloon	3900
ballooned	2400
ballooning	2670
balloons	3660
ballot	4059
balloted	1800
balloting	2620
ballots	3640
ballroom	3520
ballrooms	2170
balls	4520
balm	3250
balmier	0
balmiest	0
balms	2240
balmy	2700
baloney	2520
bamboo	3650
bamboos	2190
bamboozle	2160
bamboozled	2440
bamboozles	1250
bamboozling	1590
ban	4550
banal	2880
banana	4000
bananas	3700
band	4920
bandage	3240
bandaged	2710
bandages	3060
bandaging	2050
bandanna	2320
bandannas	1730
banded	3130
bandied	2320
bandies	0
banding	2910
bandit	3370
bandits	3390
bands	4370
bandstand	2570
bandstands	1040
bandwagon	3260
bandwagons	1880
bandwidth	3620
bandy	2550
bandying	1550
bang	4320
banged	3420
banging	3680
bangs	3450
bani	2640
banish	3070
banished	3390
banishes	2120
banishing	2510
banister	2520
banisters	1900
banjo	3270
banjos	2200
bank	5160
banked	3000
banker	3780
bankers	3770
banking	4350
banknotes	2800
bankrupt	3730
bankruptcies	2770
bankruptcy	4110
bankrupted	2560
bankrupting	2170
bankrupts	1820
banks	4690
banned	4410
banner	4120
banners	3600
banning	3800
banquet	3590
banqueted	0
banqueting	2310
banquets	2720
bans	3690
banter	3480
bantered	1800
bantering	2210
banters	1500
baptise	1920
baptised	2760
baptises	0
baptising	1530
baptism	3550
baptisms	2610
baptize	2680
baptized	3460
baptizes	1590
baptizing	2330
bar	4940
barb	3310
barbarian	3280
barbarians	3300
barbaric	3270
barbarous	2540
barbecue	3620
barbecued	2460
barbecues	2650
barbecuing	2120
barbed	3270
barber	3810
barbered	0
barbering	1880
barbers	2820
barbing	0
barbiturate	2110
barbiturates	2360
barbs	2810
bard	3340
bards	2700
bare	4180
bareback	2750
bared	2640
barefoot	3390
barely	4490
barer	1630
bares	2500
barest	2310
bargain	3950
bargained	2850
bargaining	3640
bargains	3290
barge	3500
barged	2500
barges	3060
barging	2370
baring	2970
baritone	2980
baritones	1760
bark	3850
barked	2790
barking	3510
barks	3010
barley	3490
barman	2770
barn	3990
barnacle	2550
barnacles	2590
barns	3140
barnyard	2570
barnyards	0
barometer	3180
barometers	2040
baron	3880
barons	3170
baroque	3320
barque	2150
barques	1320
barrage	3390
barraged	1750
barrages	2310
barraging	1180
barred	3710
barrel	4170
barreled	2630
barreling	2350
barrelled	2310
barrelling	1710
barrels	3830
barren	3400
barrener	0
barrenest	0
barrens	2430
barrette	2090
barrettes	1770
barricade	3090
barricaded	2690
barricades	3000
barricading	1950
barrier	4150
barriers	4010
barring	3440
bars	4450
bartender	3500
bartenders	2870
barter	3050
bartered	2280
bartering	2460
barters	1440
base	5050
baseball	4540
baseballs	2450
based	5510
baseline	3700
basement	4180
basements	2900
baser	2140
bases	4180
basest	2000
bash	3810
bashed	3100
bashes	2500
bashful	2540
bashing	3450
basic	4890
basically	4630
basics	3820
basil	3650
basin	4080
basing	3230
basins	3260
basis	4810
bask	2930
basked	2080
basket	4070
basketball	4560
basketballs	2230
baskets	3450
basking	2880
basks	1880
bass	4280
basses	2670
bassoon	2530
bassoons	1860
bastard	3890
bastards	3630
baste	2390
basted	1960
bastes	0
basting	2220
bat	4300
batch	3910
batched	1590
batches	3230
batching	2050
bath	4440
bathe	3220
bathed	3130
bathes	2400
bathing	3680
bathroom	4540
bathrooms	3670
baths	3670
bathtub	3450
bathtubs	2340
baton	3640
batons	2580
bats	3820
batsman	3400
battalion	3810
battalions	3170
batted	3190
batter	3560
battered	3410
batteries	4059
battering	2870
batters	3100
battery	4520
batting	3840
battle	4940
battled	3270
battlefield	3930
battlefields	2920
battles	4180
battleship	3150
battleships	2950
battling	3690
baud	2330
baulk	2100
baulked	1680
baulking	1050
baulks	1430
bawdier	0
bawdiest	0
bawdy	2560
bawl	2320
bawled	2340
bawling	2760
bawls	1640
bay	4730
bayed	1600
baying	2270
bayonet	3150
bayoneted	1740
bayoneting	1330
bayonets	2760
bayou	3140
bayous	1980
bays	3320
bazaar	3370
bazaars	2420
be	6790
beach	4920
beached	2610
beaches	3960
beaching	1910
beacon	3740
beacons	3120
bead	3440
beaded	3060
beadier	0
beadiest	0
beading	2480
beads	3690
beady	2480
beagle	3060
beagles	2380
beak	3300
beaker	2800
beakers	2190
beaks	2740
beam	4140
beamed	3000
beaming	3030
beams	3760
bean	3980
beaned	1610
beaning	1180
beans	4140
bear	4710
bearable	2890
beard	4070
bearded	3340
bearding	1440
beards	3290
bearer	3430
bearers	3120
bearing	4220
bearings	3540
bears	4340
beast	4290
beasts	3700
beat	5010
beaten	4210
beater	3090
beaters	2750
beating	4430
beats	4220
beautician	2390
beauticians	1820
beauties	3390
beautified	2070
beautifies	1570
beautiful	5220
beautifully	3920
beautify	2510
beautifying	2220
beauty	4750
beaver	3610
beavered	0
beavering	1400
beavers	3060
became	5150
because	6030
beckon	2390
beckoned	2510
beckoning	2630
beckons	2720
become	5400
becomes	4830
becoming	4810
bed	5070
bedbug	2170
bedbugs	2640
bedclothes	1900
bedded	2640
bedder	1450
bedding	3400
bedlam	2690
bedlams	0
bedridden	2640
bedrock	3280
bedrocks	1380
bedroom	4460
bedrooms	3720
beds	4170
bedside	3350
bedsides	1520
bedspread	2360
bedspreads	1920
bedtime	3560
bedtimes	1920
bee	4090
beech	3270
beeches	2160
beef	4290
beefed	2530
beefier	1740
beefiest	0
beefing	2610
beefs	2370
beefy	2740
beehive	2890
beehives	2240
been	6270
beer	4700
beers	3900
bees	3960
beeswax	2670
beet	3050
beetle	3530
beetled	0
beetles	3340
beetling	1220
beets	3070
beeves	1470
befall	2710
befallen	2400
befalling	1780
befalls	2200
befell	2540
befit	2070
befits	2410
befitted	1590
befitting	2880
before	5930
beforehand	3620
befriend	2930
befriended	2950
befriending	2560
befriends	2510
beg	4050
began	5070
beggar	3170
beggared	1540
beggaring	0
beggars	3230
begged	3580
begging	3930
begin	4840
beginner	3520
beginners	3520
beginning	5000
beginnings	3640
begins	4620
begrudge	2570
begrudged	1660
begrudges	1230
begrudging	1910
begs	3380
beguile	2040
beguiled	2220
beguiles	1410
beguiling	2550
begun	4360
behalf	4420
behalves	1040
behave	4000
behaved	3590
behaves	3250
behaving	3510
behavior	4690
behavioral	3860
behaviors	3890
behaviour	4360
behavioural	3320
behaviours	3330
behead	2710
beheaded	3220
beheading	2950
beheads	2029
beheld	2510
behind	5290
behinds	2310
behold	3760
beholder	2810
beholding	2100
beholds	1750
beige	3300
being	5950
beings	4190
belabor	1830
belabored	1390
belaboring	1330
belabors	0
belabour	1300
belaboured	0
belabouring	0
belabours	0
belated	3020
belatedly	2570
belch	2270
belched	1840
belches	1890
belching	2380
belfries	1370
belfry	2560
belie	2450
belied	2390
belief	4460
beliefs	4250
belies	2510
believable	3290
believe	5510
believed	4750
believer	3670
believers	3660
believes	4430
believing	4150
belittle	2860
belittled	2490
belittles	2100
belittling	2610
bell	4590
bellboy	1990
bellboys	1410
belled	1290
bellhop	1980
bellhops	1530
bellied	2710
bellies	2910
belligerent	3040
belligerents	2210
belling	2020
bellow	2790
bellowed	2350
bellowing	2530
bellows	3070
bells	3900
belly	4100
bellying	1050
belong	4380
belonged	4010
belonging	4050
belongings	3560
belongs	4240
beloved	4170
beloveds	1710
below	5050
belt	4420
belted	2800
belting	2830
belts	3740
belying	1770
bemoan	2290
bemoaned	2270
bemoaning	2350
bemoans	2080
bemused	2560
bench	4390
benched	2880
benches	3470
benching	2370
bend	4130
bender	3400
bending	3680
bends	3340
beneath	4240
benediction	2490
benedictions	1610
benefactor	3090
benefactors	2790
beneficial	4080
beneficiaries	3450
beneficiary	3370
benefit	4820
benefited	3670
benefiting	3320
benefits	4840
benevolence	2780
benevolences	0
benevolent	3340
benighted	2180
benign	3510
bent	3990
bents	1710
bequeath	2470
bequeathed	3020
bequeathing	1940
bequeaths	1660
bequest	2840
bequests	2320
bereaved	2900
bereavement	2960
bereavements	1420
beret	2920
berets	2550
berried	1680
berries	3570
berry	3970
berrying	0
berserk	3010
berth	3440
berthed	2150
berthing	2340
berths	2840
beseech	2740
beseeches	1410
beseeching	1970
beset	3080
besets	1450
besetting	1890
beside	4190
besides	4630
besiege	2360
besieged	3350
besieges	1580
besieging	2470
besought	1660
best	5840
bested	2720
bestial	2390
bestiality	2620
besting	2280
bestow	2980
bestowed	3390
bestowing	2460
bestows	2480
bests	2590
bet	4790
beta	4200
betcha	2580
betray	3420
betrayal	3680
betrayals	2420
betrayed	3760
betraying	3130
betrays	3000
betrothal	2490
betrothals	1070
bets	3850
better	5760
bettered	2540
bettering	2780
betterment	3020
betters	2480
betting	4000
bettor	2060
bettors	2180
between	5770
beverage	3690
beverages	3600
beware	3700
bewared	0
bewares	0
bewaring	0
bewilder	1740
bewildered	3100
bewildering	2840
bewilderment	2630
bewilders	1680
bewitch	2009
bewitched	2780
bewitches	1340
bewitching	2540
beyond	4980
bias	4180
biased	3760
biases	3320
biasing	2260
bib	2970
bible	4540
biblical	3920
bibliographic	2690
bibliographies	2600
bibliography	3820
bibs	2480
bicentennial	2800
bicentennials	0
bicker	2560
bickered	1740
bickering	3010
bickers	1730
bicycle	3980
bicycled	1470
bicycles	3400
bicycling	2700
bid	4400
bidding	3810
bide	2660
bides	1650
biding	2500
bids	3870
biennial	3250
biennials	1850
bifocals	1940
big	5670
bigamist	1900
bigamists	0
bigamous	1610
bigamy	2390
bigger	4740
biggest	4930
bigot	3180
bigoted	3050
bigotry	3420
bigots	3030
bike	4530
biked	2310
bikes	3890
biking	3410
bikini	3700
bikinis	2960
bilateral	3720
bile	3210
bilingual	3520
bilinguals	2130
bill	5150
billboard	3870
billboards	3290
billed	3590
billfold	1860
billfolds	0
billiards	2840
billing	3590
billion	4750
billions	3970
billionth	2310
billionths	1340
billow	2120
billowed	1940
billowing	2530
billows	2300
bills	4520
bin	4220
binaries	2750
binary	3950
bind	3750
binder	3320
binders	2840
binding	4140
bindings	2900
binds	3380
bingo	3710
binned	2400
binning	2300
binomial	2700
bins	3430
biochemical	3210
biochemistry	3360
biodegradable	2840
biographer	3090
biographers	2540
biographical	3380
biographies	3230
biography	3890
biological	4310
biologically	3230
biologist	3350
biologists	3240
biology	4220
bipartisan	3370
biped	2009
bipeds	1790
biplane	2460
biplanes	1930
birch	3500
birched	0
birches	2290
birching	1040
bird	4630
birdcage	2450
birdcages	1290
birded	0
birding	2640
birds	4600
birth	4770
birthday	4760
birthdays	3480
birthed	2730
birthing	2940
birthmark	2450
birthmarks	2040
birthplace	3370
birthplaces	1860
births	3640
biscuit	3450
biscuits	3600
bisect	1910
bisected	2290
bisecting	2009
bisects	2070
bisexual	3700
bisexuals	2570
bishop	4380
bishops	3800
bison	3260
bit	5370
bitch	4760
bitched	2450
bitches	3840
bitching	3190
bite	4310
bites	3790
biting	3770
bitmap	2420
bits	4180
bitten	3490
bitter	4210
bitterer	0
bitterest	2070
bitterly	3290
bitterness	3450
bittersweet	3240
bittersweets	0
bizarre	4019
blab	2290
blabbed	1740
blabbing	2060
blabs	1480
black	5460
blackberries	2800
blackberry	3650
blackbird	2910
blackbirds	2480
blackboard	3020
blackboards	1870
blacked	3260
blacken	2250
blackened	2990
blackening	2090
blackens	1490
blacker	2660
blackest	2690
blackhead	2090
blackheads	2390
blacking	2570
blackjack	3160
blackjacked	0
blackjacking	0
blackjacks	1860
blacklist	3130
blacklisted	2990
blacklisting	2430
blacklists	2120
blackmail	3440
blackmailed	2870
blackmailer	2140
blackmailers	1860
blackmailing	2750
blackmails	2000
blackout	3580
blackouts	2900
